name,rating,acs,kd_diff,adr,kpr,apr,fpr,hs,kast,event
"T4C
Salt",,145,1.05,168.6,1.03,81%,116.1,0.63,0.52,Game Changers 2024 EMEA: Kickoff
"Alicita
Team",,138,1.05,192.1,1.19,78%,127.7,0.73,0.41,Game Changers 2024 EMEA: Kickoff
"Thykuza
VLNT",,189,1.05,235.2,1.07,69%,150.6,0.76,0.21,Game Changers 2024 EMEA: Kickoff
"Syllene
EMUs",,76,1.05,199.3,1.08,72%,135.8,0.74,0.16,Game Changers 2024 EMEA: Kickoff
"onna
QLSH.S",,71,1.05,152.0,1.05,76%,98.1,0.56,0.32,Game Changers 2024 EMEA: Kickoff
"Cille
Azur",,147,1.05,214.7,1.10,69%,129.9,0.79,0.31,Game Changers 2024 EMEA: Kickoff
"qquwa
TREM",,168,1.05,233.5,1.11,63%,154.5,0.83,0.15,Game Changers 2024 EMEA: Kickoff
"Liv
Lotu",,52,1.05,216.5,1.08,73%,137.9,0.77,0.08,Game Changers 2024 EMEA: Kickoff
"cataLina
ZER.M",,361,1.05,173.8,0.97,76%,101.0,0.63,0.55,Game Changers 2024 EMEA: Kickoff
"Marti
NSR.I",,90,1.05,213.0,1.03,74%,140.0,0.74,0.31,Game Changers 2024 EMEA: Kickoff
"anouk
PXU.GC",,100,1.05,254.8,1.14,67%,172.2,0.88,0.21,Game Changers 2024 EMEA: Kickoff
"Giu
OP",,113,1.04,197.3,1.10,73%,129.9,0.69,0.33,Game Changers 2024 EMEA: Kickoff
"PeterBarker
EMUs",,76,1.04,200.7,0.98,68%,135.2,0.64,0.42,Game Changers 2024 EMEA: Kickoff
"Kotori
Soul",,43,1.04,226.0,1.23,72%,140.8,0.88,0.23,Game Changers 2024 EMEA: Kickoff
"Zara
777",,65,1.04,224.8,1.11,74%,146.7,0.80,0.11,Game Changers 2024 EMEA: Kickoff
"empafi
Bumb",,93,1.04,193.0,0.97,75%,128.5,0.67,0.45,Game Changers 2024 EMEA: Kickoff
"Mami
FENR",,43,1.04,201.5,1.03,60%,130.6,0.72,0.12,Game Changers 2024 EMEA: Kickoff
"Luzia
Evoz",,268,1.04,202.2,1.05,70%,133.4,0.74,0.37,Game Changers 2024 EMEA: Kickoff
"Karina
FKS.S",,358,1.04,204.4,1.13,72%,134.4,0.75,0.17,Game Changers 2024 EMEA: Kickoff
"Floovie
AMZ.GC",,98,1.04,213.2,1.01,79%,139.4,0.72,0.36,Game Changers 2024 EMEA: Kickoff
"lenka
ZER.M",,361,1.04,201.4,1.13,72%,137.7,0.75,0.15,Game Changers 2024 EMEA: Kickoff
"Lil
LUA",,71,1.04,177.8,1.02,76%,117.0,0.68,0.23,Game Changers 2024 EMEA: Kickoff
"Dayasst
APOF",,69,1.04,188.7,1.02,72%,128.1,0.67,0.45,Game Changers 2024 EMEA: Kickoff
"Miiizzy
BOBE",,46,1.04,223.0,1.09,67%,145.6,0.76,0.17,Game Changers 2024 EMEA: Kickoff
"angelz
MUVI",,61,1.04,222.7,1.05,75%,151.5,0.70,0.43,Game Changers 2024 EMEA: Kickoff
"Scarlett
Azur",,147,1.03,231.3,1.12,70%,148.5,0.82,0.12,Game Changers 2024 EMEA: Kickoff
"Cry
Mix",,37,1.03,219.0,1.11,62%,137.5,0.81,0.14,Game Changers 2024 EMEA: Kickoff
"txqea
SKULL",,143,1.03,212.9,1.02,73%,138.9,0.74,0.30,Game Changers 2024 EMEA: Kickoff
"BySmall
Vien",,69,1.03,237.8,1.27,78%,163.4,0.88,0.17,Game Changers 2024 EMEA: Kickoff
"VojixeN
LXT",,61,1.03,205.7,1.05,66%,140.0,0.74,0.18,Game Changers 2024 EMEA: Kickoff
"sushify
ARTC",,50,1.03,212.0,1.00,68%,139.2,0.70,0.50,Game Changers 2024 EMEA: Kickoff
"LaLa
Magn",,65,1.03,180.0,1.00,74%,116.3,0.62,0.35,Game Changers 2024 EMEA: Kickoff
"Julie
Evoz",,268,1.03,185.6,1.00,77%,128.5,0.65,0.40,Game Changers 2024 EMEA: Kickoff
"Nariel
Evoz",,268,1.03,216.5,1.09,68%,141.9,0.78,0.18,Game Changers 2024 EMEA: Kickoff
"dropi
ARTC",,50,1.03,259.0,1.08,66%,167.2,0.86,0.24,Game Changers 2024 EMEA: Kickoff
"Maggi
More",(+1),149,1.02,200.9,1.17,73%,130.2,0.75,0.32,Game Changers 2024 EMEA: Kickoff
"Lora
More",,149,1.02,181.4,1.01,77%,113.0,0.68,0.52,Game Changers 2024 EMEA: Kickoff
"Elisa
NB",,235,1.02,211.6,1.01,69%,134.6,0.74,0.31,Game Changers 2024 EMEA: Kickoff
"Martini
Bumb",,93,1.02,208.6,1.08,73%,140.5,0.70,0.28,Game Changers 2024 EMEA: Kickoff
"idaea
Jinx",,37,1.02,257.0,0.91,70%,163.1,0.84,0.27,Game Changers 2024 EMEA: Kickoff
"LoraFPS
Semp",,95,1.02,245.4,1.05,63%,155.2,0.84,0.11,Game Changers 2024 EMEA: Kickoff
"karma
YDZQ",,69,1.02,196.8,0.96,67%,131.9,0.68,0.33,Game Changers 2024 EMEA: Kickoff
"Noor
TU.O",,110,1.02,201.8,0.96,74%,128.4,0.67,0.53,Game Changers 2024 EMEA: Kickoff
"Diaspro
YAKA",,42,1.02,216.0,1.03,69%,141.9,0.74,0.43,Game Changers 2024 EMEA: Kickoff
"Maple
Azur",,77,1.02,172.0,1.06,69%,111.5,0.68,0.32,Game Changers 2024 EMEA: Kickoff
"s0ph1z
Azur",,77,1.02,212.8,0.98,73%,130.7,0.66,0.27,Game Changers 2024 EMEA: Kickoff
"Lizz
TTL",,169,1.02,185.6,1.02,73%,119.5,0.65,0.29,Game Changers 2024 EMEA: Kickoff
"Arshiel
HELL",,79,1.02,250.5,1.08,71%,173.8,0.82,0.23,Game Changers 2024 EMEA: Kickoff
"Skyress
AMZ.GC",,98,1.01,197.2,0.97,71%,133.8,0.71,0.32,Game Changers 2024 EMEA: Kickoff
"F4INT
TOG",,80,1.01,154.5,1.00,74%,94.4,0.56,0.20,Game Changers 2024 EMEA: Kickoff
"juxi
ANM",,133,1.01,201.3,1.03,70%,129.7,0.73,0.14,Game Changers 2024 EMEA: Kickoff
"Reset
Azur",,77,1.01,176.3,0.92,69%,121.6,0.61,0.32,Game Changers 2024 EMEA: Kickoff
"Froggy
SVN",,73,1.01,191.0,0.96,85%,126.4,0.70,0.33,Game Changers 2024 EMEA: Kickoff
"strahlen
NB",,94,1.01,173.4,0.81,73%,108.5,0.55,0.50,Game Changers 2024 EMEA: Kickoff
"sofia
Pani",,157,1.00,179.6,1.05,75%,117.6,0.66,0.28,Game Changers 2024 EMEA: Kickoff
"June
CG.GC",,154,1.00,188.6,1.06,73%,120.9,0.66,0.18,Game Changers 2024 EMEA: Kickoff
"Loupiote
ZER.M",,361,1.00,181.8,0.95,75%,118.2,0.63,0.35,Game Changers 2024 EMEA: Kickoff
"Metra
Magn",,65,1.00,250.0,1.12,69%,164.8,0.86,0.14,Game Changers 2024 EMEA: Kickoff
"Natalcia
INC.GC",,103,1.00,230.0,1.05,70%,165.1,0.81,0.20,Game Changers 2024 EMEA: Kickoff
"alyssic
Left",,74,1.00,218.0,1.02,74%,134.0,0.74,0.14,Game Changers 2024 EMEA: Kickoff
"Julis
fuVi",(+1),142,1.00,195.6,0.90,70%,130.3,0.66,0.38,Game Changers 2024 EMEA: Kickoff
"gaaAAB
Para",,68,1.00,163.7,0.84,59%,118.0,0.54,0.50,Game Changers 2024 EMEA: Kickoff
"Meloxy
Pent",,95,1.00,166.2,0.91,79%,102.3,0.61,0.57,Game Changers 2024 EMEA: Kickoff
"hate
Lotu",,52,1.00,211.0,0.87,67%,134.6,0.63,0.50,Game Changers 2024 EMEA: Kickoff
"igi
Left",,74,1.00,183.3,1.00,69%,139.1,0.65,0.26,Game Changers 2024 EMEA: Kickoff
"Poetite
TWIS.O",,89,1.00,172.8,0.91,74%,112.0,0.57,0.37,Game Changers 2024 EMEA: Kickoff
"Salty
TOG",(+2),147,1.00,201.3,0.97,73%,131.4,0.69,0.41,Game Changers 2024 EMEA: Kickoff
"juliette
Hyen",,70,1.00,204.7,0.98,77%,134.7,0.70,0.49,Game Changers 2024 EMEA: Kickoff
"Lexa
HOWL.M",,147,1.00,185.0,0.91,76%,119.2,0.61,0.39,Game Changers 2024 EMEA: Kickoff
"SpicyMufn
SKULL",(+1),143,0.99,174.1,0.82,72%,110.7,0.57,0.50,Game Changers 2024 EMEA: Kickoff
"Enyo
MUVI",,61,0.99,183.7,0.90,75%,118.2,0.59,0.51,Game Changers 2024 EMEA: Kickoff
"jduh
O1O",(+1),122,0.99,215.5,1.02,70%,147.8,0.78,0.27,Game Changers 2024 EMEA: Kickoff
"Annie
O1O",,122,0.99,261.8,1.14,64%,178.0,0.92,0.16,Game Changers 2024 EMEA: Kickoff
"n4la
RZN",,77,0.99,188.0,0.98,71%,117.5,0.66,0.22,Game Changers 2024 EMEA: Kickoff
"Visnetaa
Moto",,101,0.99,190.8,0.93,74%,119.4,0.65,0.50,Game Changers 2024 EMEA: Kickoff
"shuka
RUH",,86,0.99,171.8,1.06,76%,126.1,0.66,0.36,Game Changers 2024 EMEA: Kickoff
"ginger
aTTaX",(+1),169,0.99,190.1,0.98,67%,129.4,0.67,0.24,Game Changers 2024 EMEA: Kickoff
"nana
ADEP",,40,0.98,197.0,0.93,63%,125.4,0.70,0.23,Game Changers 2024 EMEA: Kickoff
"riri
Auru",(+1),226,0.98,147.3,0.88,76%,96.7,0.54,0.44,Game Changers 2024 EMEA: Kickoff
"Nelo
KC.GC",,150,0.98,214.4,1.03,73%,145.8,0.74,0.21,Game Changers 2024 EMEA: Kickoff
"ermelinka
FATE.F",,81,0.98,179.8,0.82,72%,112.0,0.58,0.54,Game Changers 2024 EMEA: Kickoff
"anaaz
ADEP",,40,0.98,232.5,1.03,75%,176.3,0.80,0.18,Game Changers 2024 EMEA: Kickoff
"leeni
KPI.S",,94,0.98,224.4,1.04,63%,149.6,0.79,0.14,Game Changers 2024 EMEA: Kickoff
"Anya
Bumb",,93,0.98,198.0,1.06,72%,131.4,0.73,0.20,Game Changers 2024 EMEA: Kickoff
"Flump
Smit",,37,0.98,226.5,0.83,68%,154.2,0.68,0.41,Game Changers 2024 EMEA: Kickoff
"KXoma
MDK",,314,0.97,147.6,0.75,77%,95.1,0.49,0.54,Game Changers 2024 EMEA: Kickoff
"Noemium
LUA",,71,0.97,232.0,0.90,69%,152.3,0.75,0.25,Game Changers 2024 EMEA: Kickoff
"asuna
Azur",,77,0.97,197.0,1.08,61%,124.4,0.73,0.13,Game Changers 2024 EMEA: Kickoff
"Dagatah
CG.GC",(+1),154,0.97,160.4,0.86,76%,103.5,0.58,0.45,Game Changers 2024 EMEA: Kickoff
"SweeN
Time",,42,0.97,184.5,0.80,71%,127.5,0.57,0.36,Game Changers 2024 EMEA: Kickoff
"Omi
RUH",,86,0.97,206.8,0.90,74%,136.4,0.71,0.31,Game Changers 2024 EMEA: Kickoff
"ami
SVN",,73,0.97,216.8,1.21,70%,131.7,0.88,0.10,Game Changers 2024 EMEA: Kickoff
"May
Hyen",,70,0.96,185.3,0.90,79%,124.6,0.61,0.43,Game Changers 2024 EMEA: Kickoff
"dango
Winx",,46,0.96,164.5,0.94,61%,109.5,0.63,0.35,Game Changers 2024 EMEA: Kickoff
"AsuKa 4e
Moto",,101,0.96,187.6,0.91,68%,129.6,0.62,0.24,Game Changers 2024 EMEA: Kickoff
"Kuripuuya
KC.GC",,150,0.96,191.6,0.90,72%,121.6,0.67,0.33,Game Changers 2024 EMEA: Kickoff
"Luna
TheB",,64,0.96,144.8,0.89,70%,89.6,0.53,0.38,Game Changers 2024 EMEA: Kickoff
"Ahsoka Tita
Revi",,63,0.96,161.3,0.93,71%,106.8,0.60,0.51,Game Changers 2024 EMEA: Kickoff
"CHO
One",,38,0.95,211.5,0.87,61%,132.0,0.68,0.34,Game Changers 2024 EMEA: Kickoff
"cheese
Wrex",,58,0.95,220.7,0.87,72%,143.6,0.71,0.17,Game Changers 2024 EMEA: Kickoff
"Samsi
Azur",,147,0.95,191.7,0.95,67%,130.6,0.65,0.18,Game Changers 2024 EMEA: Kickoff
"devilasxa
Azur",,147,0.95,162.7,0.83,74%,105.5,0.56,0.56,Game Changers 2024 EMEA: Kickoff
"holysmokes
asia",,35,0.95,219.5,0.87,66%,128.8,0.74,0.23,Game Changers 2024 EMEA: Kickoff
"miyue
Valo",,44,0.95,264.0,1.00,66%,164.6,0.84,0.20,Game Changers 2024 EMEA: Kickoff
"stars
Winx",,46,0.95,281.0,1.13,74%,191.3,0.96,0.15,Game Changers 2024 EMEA: Kickoff
"aiko
Huge",,43,0.95,179.5,0.90,72%,130.6,0.63,0.33,Game Changers 2024 EMEA: Kickoff
"Ale
NoeT",,40,0.95,200.5,0.82,73%,131.1,0.68,0.38,Game Changers 2024 EMEA: Kickoff
"wewobepbop
Invi",,185,0.95,173.0,0.82,73%,114.3,0.58,0.55,Game Changers 2024 EMEA: Kickoff
"Niiko
ANM",,133,0.95,204.3,0.96,68%,133.2,0.71,0.27,Game Changers 2024 EMEA: Kickoff
"andromedae
Aran",(+1),100,0.94,163.2,0.85,72%,112.2,0.57,0.34,Game Changers 2024 EMEA: Kickoff
"luz3r0
Magn",,65,0.94,184.7,0.92,66%,133.0,0.69,0.20,Game Changers 2024 EMEA: Kickoff
"Satana
20S.GC",,114,0.94,179.2,0.90,63%,112.9,0.63,0.31,Game Changers 2024 EMEA: Kickoff
"fartingcat5
Salt",,145,0.94,210.6,0.96,67%,137.7,0.70,0.19,Game Changers 2024 EMEA: Kickoff
"xlelena
Azur",,77,0.94,206.8,0.95,68%,145.6,0.70,0.22,Game Changers 2024 EMEA: Kickoff
"Candy
NoeT",,40,0.94,226.0,0.85,73%,144.4,0.73,0.20,Game Changers 2024 EMEA: Kickoff
"Lemi
EMUs",,76,0.93,209.0,0.96,63%,139.3,0.70,0.18,Game Changers 2024 EMEA: Kickoff
"gooldenbaby
APOF",,69,0.93,201.7,0.84,74%,143.5,0.62,0.28,Game Changers 2024 EMEA: Kickoff
"Voices
Flam",,38,0.93,206.0,0.84,66%,131.9,0.68,0.18,Game Changers 2024 EMEA: Kickoff
"Sokgi
GLIT",,42,0.93,204.0,0.88,76%,117.0,0.67,0.33,Game Changers 2024 EMEA: Kickoff
"egg
TheB",,64,0.93,161.0,0.88,70%,111.4,0.55,0.27,Game Changers 2024 EMEA: Kickoff
"majusia
INC.GC",,103,0.93,183.8,0.87,65%,134.2,0.63,0.37,Game Changers 2024 EMEA: Kickoff
"Kuro
Magn",,65,0.93,183.7,0.98,72%,107.9,0.69,0.20,Game Changers 2024 EMEA: Kickoff
"Kaha
INC.GC",(+1),103,0.92,171.8,0.80,70%,114.6,0.59,0.35,Game Changers 2024 EMEA: Kickoff
"niciplesss
Auru",,226,0.92,184.5,0.92,73%,127.2,0.65,0.28,Game Changers 2024 EMEA: Kickoff
"Mais
Invi",,185,0.92,162.8,0.79,72%,105.3,0.54,0.35,Game Changers 2024 EMEA: Kickoff
"Alora
RZN",,77,0.92,144.0,0.75,79%,88.1,0.52,0.34,Game Changers 2024 EMEA: Kickoff
"Amnesia
Shah",,43,0.92,226.0,1.00,60%,138.2,0.84,0.09,Game Changers 2024 EMEA: Kickoff
"woory
TREM",,168,0.92,212.9,0.93,66%,142.8,0.74,0.16,Game Changers 2024 EMEA: Kickoff
"Calysta
Need",,102,0.92,172.0,0.94,67%,113.4,0.65,0.20,Game Changers 2024 EMEA: Kickoff
"keely
YDZQ",,69,0.92,182.5,0.92,67%,121.3,0.67,0.33,Game Changers 2024 EMEA: Kickoff
"Lunax
Oser",,61,0.91,136.3,0.74,64%,80.5,0.51,0.48,Game Changers 2024 EMEA: Kickoff
"rekohi
SPIC",,31,0.91,206.5,0.81,52%,139.7,0.68,0.29,Game Changers 2024 EMEA: Kickoff
"Raina
BOBE",,46,0.91,165.0,0.85,70%,105.2,0.61,0.41,Game Changers 2024 EMEA: Kickoff
"isabubu
AMZ.GC",,98,0.91,189.4,0.90,72%,129.2,0.67,0.20,Game Changers 2024 EMEA: Kickoff
"Idylle
AMZ.GC",,98,0.91,197.2,0.94,67%,126.6,0.68,0.11,Game Changers 2024 EMEA: Kickoff
"Pinkalie
O1O",,122,0.91,189.3,0.88,69%,126.3,0.65,0.37,Game Changers 2024 EMEA: Kickoff
"sinommi
Be M",,38,0.91,255.0,1.00,61%,155.4,0.82,0.32,Game Changers 2024 EMEA: Kickoff
"Sephia
fuVi",,142,0.91,216.3,0.93,70%,139.5,0.76,0.30,Game Changers 2024 EMEA: Kickoff
"Mini
Elek",,139,0.91,201.3,0.95,72%,137.6,0.69,0.14,Game Changers 2024 EMEA: Kickoff
"Nane
HELL",,79,0.91,207.8,1.07,65%,157.9,0.76,0.13,Game Changers 2024 EMEA: Kickoff
"Jiex
KPI.S",,94,0.91,174.0,0.84,71%,120.6,0.63,0.34,Game Changers 2024 EMEA: Kickoff
"smithies duo
20S.GC",,114,0.91,196.2,0.92,72%,133.6,0.69,0.26,Game Changers 2024 EMEA: Kickoff
"yuuki
More",,149,0.91,168.4,0.76,74%,109.4,0.56,0.38,Game Changers 2024 EMEA: Kickoff
"GreenPuzzles
More",,149,0.91,208.1,0.92,70%,133.2,0.73,0.16,Game Changers 2024 EMEA: Kickoff
"Shumi
NoeT",,40,0.91,177.5,0.90,63%,111.0,0.70,0.10,Game Changers 2024 EMEA: Kickoff
"Lovzi
Mix",,37,0.91,155.5,0.67,68%,96.4,0.49,0.27,Game Changers 2024 EMEA: Kickoff
"nelya
Team",,138,0.90,189.1,0.96,67%,121.7,0.67,0.14,Game Changers 2024 EMEA: Kickoff
"sophie
ADEP",,40,0.90,178.0,1.00,73%,130.8,0.70,0.23,Game Changers 2024 EMEA: Kickoff
"angelina
Winx",,46,0.90,192.0,0.76,65%,113.2,0.61,0.35,Game Changers 2024 EMEA: Kickoff
"speedowka
KC.GC",,150,0.90,163.3,0.84,75%,109.7,0.58,0.41,Game Changers 2024 EMEA: Kickoff
"Anva
fuVi",,142,0.90,198.9,0.93,72%,137.0,0.70,0.21,Game Changers 2024 EMEA: Kickoff
"minari
Bett",,82,0.90,187.8,0.92,66%,122.2,0.66,0.30,Game Changers 2024 EMEA: Kickoff
"Yashi
Evoz",,268,0.90,190.1,0.88,71%,126.2,0.66,0.34,Game Changers 2024 EMEA: Kickoff
"Iczy
INC.GC",,103,0.90,164.2,0.76,64%,107.2,0.56,0.35,Game Changers 2024 EMEA: Kickoff
"Ayaka
Team",,138,0.90,182.3,0.85,74%,114.2,0.63,0.46,Game Changers 2024 EMEA: Kickoff
"Laleh
Tama",,40,0.89,182.5,0.90,73%,131.5,0.65,0.25,Game Changers 2024 EMEA: Kickoff
"niroque
HELL",,79,0.89,169.3,0.80,71%,112.6,0.57,0.37,Game Changers 2024 EMEA: Kickoff
"lannwit
APOF",,69,0.89,183.7,0.94,72%,123.0,0.67,0.28,Game Changers 2024 EMEA: Kickoff
"TrippleR
Revi",,63,0.89,153.0,0.73,63%,108.0,0.48,0.33,Game Changers 2024 EMEA: Kickoff
"rika
Cybe",,76,0.89,211.8,0.97,64%,145.1,0.78,0.17,Game Changers 2024 EMEA: Kickoff
"MARTHA
SKULL",,143,0.89,212.4,0.88,67%,136.1,0.70,0.23,Game Changers 2024 EMEA: Kickoff
"Valyyrian
NOVO.GC",,75,0.89,216.5,0.93,68%,146.2,0.76,0.24,Game Changers 2024 EMEA: Kickoff
"AleDa
Tama",,40,0.89,228.5,0.91,65%,157.9,0.75,0.25,Game Changers 2024 EMEA: Kickoff
"Renestein
oiso",,47,0.89,162.0,0.90,68%,118.1,0.60,0.19,Game Changers 2024 EMEA: Kickoff
"léna
Soul",,43,0.89,168.5,0.83,67%,113.8,0.58,0.47,Game Changers 2024 EMEA: Kickoff
"MissteR
Impe",,32,0.89,255.5,0.93,66%,172.5,0.81,0.25,Game Changers 2024 EMEA: Kickoff
"Rayvn
Wrex",,58,0.89,230.0,1.00,66%,152.2,0.81,0.16,Game Changers 2024 EMEA: Kickoff
"Michelle
Visi",,45,0.88,196.5,0.86,71%,122.8,0.69,0.42,Game Changers 2024 EMEA: Kickoff
"Len
Lotu",,52,0.88,176.0,0.89,65%,118.5,0.62,0.37,Game Changers 2024 EMEA: Kickoff
"Gianta
Rise",,41,0.88,189.5,0.76,61%,117.2,0.61,0.39,Game Changers 2024 EMEA: Kickoff
"Golden
TU.O",,110,0.88,173.0,0.96,68%,127.3,0.65,0.23,Game Changers 2024 EMEA: Kickoff
"Nahashi
Hyen",,70,0.88,200.3,0.87,80%,126.7,0.69,0.11,Game Changers 2024 EMEA: Kickoff
"Jo Lyno
Time",,42,0.88,191.0,0.87,79%,123.0,0.64,0.33,Game Changers 2024 EMEA: Kickoff
"Lily
Time",,42,0.87,164.5,0.66,71%,108.7,0.50,0.60,Game Changers 2024 EMEA: Kickoff
"Szorti
Valo",,44,0.87,183.5,0.93,61%,109.3,0.64,0.07,Game Changers 2024 EMEA: Kickoff
"cow cat
UnKu",,17,0.87,186.0,0.92,76%,105.1,0.71,0.00,Game Changers 2024 EMEA: Kickoff
"QUEEN
Cram",,39,0.87,211.0,0.91,67%,133.7,0.74,0.23,Game Changers 2024 EMEA: Kickoff
"Chlooo
Oser",,61,0.87,197.7,0.85,74%,124.3,0.66,0.33,Game Changers 2024 EMEA: Kickoff
"Mycha
Aran",,100,0.87,192.4,0.87,68%,131.4,0.68,0.22,Game Changers 2024 EMEA: Kickoff
"Bobozya
YAKA",,42,0.87,169.5,0.75,64%,114.2,0.57,0.29,Game Changers 2024 EMEA: Kickoff
"Selenis
Entr",,36,0.87,182.5,0.76,64%,115.7,0.61,0.42,Game Changers 2024 EMEA: Kickoff
"Jesta
Team",,69,0.87,198.5,0.96,61%,130.2,0.72,0.20,Game Changers 2024 EMEA: Kickoff
"psif
TREM",,168,0.87,151.4,0.78,67%,105.7,0.54,0.37,Game Changers 2024 EMEA: Kickoff
"Mitsuri
MUVI",,61,0.87,221.0,0.94,72%,154.6,0.77,0.15,Game Changers 2024 EMEA: Kickoff
"s4lmon
CEL",,115,0.87,129.3,0.73,70%,81.7,0.46,0.41,Game Changers 2024 EMEA: Kickoff
"Xyvana
MUVI",,61,0.87,200.7,0.91,64%,132.4,0.69,0.25,Game Changers 2024 EMEA: Kickoff
"Narcius
Vien",,69,0.87,189.3,0.90,70%,133.1,0.68,0.28,Game Changers 2024 EMEA: Kickoff
"kaorin
YAKA",,42,0.87,229.5,0.94,64%,146.1,0.81,0.10,Game Changers 2024 EMEA: Kickoff
"Ara
EMUs",,76,0.87,173.7,0.85,64%,111.1,0.61,0.20,Game Changers 2024 EMEA: Kickoff
"meth
777",,65,0.86,147.8,0.58,69%,99.3,0.43,0.58,Game Changers 2024 EMEA: Kickoff
"taraaaaaaaaaaaaa
Cram",,39,0.86,190.0,0.87,62%,129.7,0.69,0.18,Game Changers 2024 EMEA: Kickoff
"Schera
FATE.F",,81,0.86,172.8,0.95,72%,119.5,0.67,0.06,Game Changers 2024 EMEA: Kickoff
"Boo
UnKu",,34,0.86,215.5,0.86,71%,131.5,0.74,0.50,Game Changers 2024 EMEA: Kickoff
"SavaliaMoon
Valo",,44,0.86,191.5,0.85,64%,124.9,0.66,0.34,Game Changers 2024 EMEA: Kickoff
"Beck
Cojo",,101,0.86,159.4,0.87,72%,97.6,0.60,0.35,Game Changers 2024 EMEA: Kickoff
"Wiggly
FATE.F",,81,0.85,179.5,0.85,69%,115.0,0.65,0.32,Game Changers 2024 EMEA: Kickoff
"Tess
Lotu",,52,0.85,207.0,0.86,63%,141.0,0.73,0.13,Game Changers 2024 EMEA: Kickoff
"Akaza2K
Tama",,40,0.85,218.0,0.88,70%,158.5,0.70,0.35,Game Changers 2024 EMEA: Kickoff
"Akuriah
Magn",,65,0.85,184.3,0.70,68%,130.8,0.54,0.32,Game Changers 2024 EMEA: Kickoff
"Nahiia
Impe",,32,0.85,202.5,0.81,59%,130.8,0.69,0.13,Game Changers 2024 EMEA: Kickoff
"azalea
Aran",,100,0.85,173.0,0.81,70%,106.1,0.62,0.31,Game Changers 2024 EMEA: Kickoff
"jj
LXT",,61,0.85,189.3,0.84,72%,117.9,0.69,0.28,Game Changers 2024 EMEA: Kickoff
"Ariel
OP",,113,0.85,157.3,0.82,71%,99.2,0.56,0.28,Game Changers 2024 EMEA: Kickoff
"Weniora
ANYM",,49,0.85,172.0,0.79,55%,109.6,0.61,0.16,Game Changers 2024 EMEA: Kickoff
"lily
ANM",,133,0.85,153.8,0.65,68%,102.3,0.50,0.33,Game Changers 2024 EMEA: Kickoff
"OlegMaserati95
ANYM",,49,0.85,145.0,0.74,69%,97.2,0.53,0.24,Game Changers 2024 EMEA: Kickoff
"eva
On S",,137,0.85,147.4,0.66,72%,98.0,0.50,0.37,Game Changers 2024 EMEA: Kickoff
"Marie
Semp",,95,0.84,203.0,0.94,66%,142.6,0.72,0.14,Game Changers 2024 EMEA: Kickoff
"ангел
Bumb",,93,0.84,154.0,0.79,63%,106.3,0.57,0.17,Game Changers 2024 EMEA: Kickoff
"Dior
NOVO.GC",,75,0.84,161.3,0.81,67%,107.3,0.61,0.43,Game Changers 2024 EMEA: Kickoff
"raven
Jinx",,37,0.84,191.5,0.84,51%,119.4,0.70,0.11,Game Changers 2024 EMEA: Kickoff
"Raizeen
Vien",,69,0.84,135.5,0.72,72%,84.6,0.48,0.32,Game Changers 2024 EMEA: Kickoff
"6sonya
KPI.S",,94,0.84,176.6,0.90,64%,121.7,0.65,0.23,Game Changers 2024 EMEA: Kickoff
"Lea
Entr",,36,0.84,206.5,0.74,67%,129.8,0.64,0.33,Game Changers 2024 EMEA: Kickoff
"alucaraa
Para",,68,0.84,187.0,0.87,65%,121.1,0.66,0.12,Game Changers 2024 EMEA: Kickoff
"areum
Asce",,84,0.84,192.8,0.85,61%,125.7,0.67,0.13,Game Changers 2024 EMEA: Kickoff
"Togestar
UnKu",,17,0.84,178.0,0.79,71%,102.7,0.65,0.24,Game Changers 2024 EMEA: Kickoff
"Vichyx
Cram",,39,0.83,197.0,0.77,69%,127.7,0.62,0.41,Game Changers 2024 EMEA: Kickoff
"alide
LXT",,61,0.83,146.3,0.76,64%,98.1,0.52,0.33,Game Changers 2024 EMEA: Kickoff
"Deria
Tama",,40,0.83,209.5,0.88,80%,135.7,0.73,0.38,Game Changers 2024 EMEA: Kickoff
"Yin
YDZQ",,69,0.83,222.0,0.90,68%,142.9,0.75,0.17,Game Changers 2024 EMEA: Kickoff
"mei
Shah",,43,0.83,174.5,0.81,60%,130.7,0.60,0.26,Game Changers 2024 EMEA: Kickoff
"hope
Oser",,61,0.83,159.7,0.80,66%,102.1,0.57,0.16,Game Changers 2024 EMEA: Kickoff
"trvskawa
Inte",,77,0.83,145.3,0.77,66%,97.1,0.52,0.22,Game Changers 2024 EMEA: Kickoff
"Looxie
NSR.I",,90,0.83,134.5,0.69,71%,91.6,0.48,0.33,Game Changers 2024 EMEA: Kickoff
"Sandra
FLCV",(+1),102,0.83,163.0,0.78,70%,117.7,0.56,0.27,Game Changers 2024 EMEA: Kickoff
"Sadidas
Wrex",,58,0.82,162.7,0.81,67%,107.7,0.59,0.24,Game Changers 2024 EMEA: Kickoff
"Chiyoko
Semp",,95,0.82,148.6,0.70,65%,103.1,0.52,0.33,Game Changers 2024 EMEA: Kickoff
"heartlxss
oiso",,47,0.82,182.0,0.77,66%,113.2,0.64,0.06,Game Changers 2024 EMEA: Kickoff
"Reshi
MUVI",,61,0.82,167.7,0.95,64%,113.1,0.62,0.20,Game Changers 2024 EMEA: Kickoff
